conversation_id,turn_number,user_id_hashed,timestamp,country,user_intent,user_emotion,topic_name,engagement_time_sec,confusion_score,trust_score,satisfaction_score,sentiment_compound,sentiment_positive,sentiment_negative,som_cluster,archetype_name,umap_1,umap_2,total_turns,hour_of_day,is_weekend
756,4,7e868400a0c6254a,2024-05-09,US,problem_solving,excited,Technical Support,75.94478850832695,0.22234046275806457,0.7457708193439764,0.562453457434392,0.09677478499715825,0.09677478499715825,0.0,4,⚖️ Balanced User,8.205465,11.717532,8,0,0
756,5,7e868400a0c6254a,2024-07-20,US,advice_seeking,neutral,Travel Planning,34.35637192378023,0.36320175988421144,0.5738498589713188,0.5433225146301349,-0.46888463831547567,0.0,0.46888463831547567,38,😞 Frustrated User,3.026599,-0.83218175,8,0,1
756,6,7e868400a0c6254a,2024-06-16,US,information_seeking,satisfied,Coding Help,97.85075875110803,0.23269853750339886,0.28395812194291004,0.4253904841917865,0.22181534339195189,0.22181534339195189,0.0,35,🧐 Skeptical Critic,10.916623,11.350452,8,0,1
756,7,7e868400a0c6254a,2024-02-12,US,coding_help,excited,Career Advice,158.3281517699464,0.5766608146386383,0.5507763474724744,0.4895597625368734,0.4395443942902717,0.4395443942902717,0.0,48,❓ Confused Explorer,-1.2026548,3.0123734,8,0,0
756,8,7e868400a0c6254a,2024-01-14,US,problem_solving,neutral,Technical Support,162.06827552043387,0.22086103696856083,0.7842743496232492,0.5182048732696095,0.7028150033148178,0.7028150033148178,0.0,19,📚 Curious Learner,4.7728148,17.363213,8,0,1
757,0,dd7020effc633ff0,2024-09-13,CN,information_seeking,neutral,Business Strategy,67.69891473901208,0.16031790253032194,0.21454896893771833,0.45351787726331383,-0.3019314611043812,0.0,0.3019314611043812,42,⚖️ Balanced User,12.197337,7.9993153,5,0,0
757,1,dd7020effc633ff0,2024-08-12,CN,explanation_request,neutral,Coding Help,40.7376811787942,0.6495530573823194,0.12966977594400347,0.006262889299504609,-0.4275364117749005,0.0,0.4275364117749005,0,😞 Frustrated User,-2.7647862,-1.7195647,5,0,0
757,2,dd7020effc633ff0,2024-08-04,CN,brainstorming,anxious,Travel Planning,31.524415976836266,0.28876088729596466,0.28677979059658304,0.30156596016951764,-0.6258502057101286,0.0,0.6258502057101286,12,⚖️ Balanced User,0.7880255,-4.393899,5,0,1
757,3,dd7020effc633ff0,2024-07-27,CN,problem_solving,disappointed,Personal Development,53.821544142604694,0.23346252724744274,0.2966668809484548,0.18292495564940725,-0.4932243390029731,0.0,0.4932243390029731,18,✅ Efficient Collaborator,-0.31972167,17.32227,5,0,1
757,4,dd7020effc633ff0,2024-05-04,CN,coding_help,neutral,News & Current Events,45.452474814494956,0.40087465653794147,0.2563136081414296,0.11890937840013509,-0.41838257007318297,0.0,0.41838257007318297,57,✅ Efficient Collaborator,-6.2316732,3.898446,5,0,1
757,5,dd7020effc633ff0,2024-05-29,CN,problem_solving,satisfied,Business Strategy,113.01324685428133,0.21034615391853806,0.20274133659938134,0.2059950515738491,-0.5596797774448773,0.0,0.5596797774448773,2,🧐 Skeptical Critic,7.6554284,15.880511,5,0,0
758,0,a5b66e2d2728a18c,2024-02-27,JP,task_completion,frustrated,Math & Science,83.00841499736379,0.38214438072222445,0.25029627664056947,0.12190766563398708,-0.394328374392253,0.0,0.394328374392253,51,🧐 Skeptical Critic,-6.6055827,7.519858,13,0,0
758,1,a5b66e2d2728a18c,2024-10-18,JP,creative_writing,neutral,Math & Science,314.7803386672369,0.37464314628489487,0.11248674736889339,0.28777446780618016,-0.42906131383151047,0.0,0.42906131383151047,63,😞 Frustrated User,3.6349053,-5.040301,13,0,0
758,2,a5b66e2d2728a18c,2024-12-13,JP,problem_solving,neutral,Technical Support,200.1686447975667,0.15558785695369148,0.2964982592101703,0.27274628863348327,-1.0,0.0,1.0,3,😞 Frustrated User,5.526278,17.858456,13,0,0
758,3,a5b66e2d2728a18c,2024-06-23,JP,learning,frustrated,Business Strategy,41.69327494658269,0.2643703572106016,0.058772643557089804,0.26009762797286656,-0.30244821139779254,0.0,0.30244821139779254,24,⚖️ Balanced User,12.045811,-2.3011477,13,0,1
758,4,a5b66e2d2728a18c,2024-09-13,JP,brainstorming,excited,Creative Writing,92.23377401900922,0.3867429298547511,0.07712125772944647,0.3967914108615444,-0.5060838026631581,0.0,0.5060838026631581,5,😞 Frustrated User,-2.5901222,6.346533,13,0,0
758,5,a5b66e2d2728a18c,2024-05-14,JP,coding_help,neutral,Learning & Education,74.66504871630218,0.6674860555460259,0.38125724888933343,0.10342788492416607,-0.7262980983366365,0.0,0.7262980983366365,49,😞 Frustrated User,-5.89785,4.3579865,13,0,0
758,6,a5b66e2d2728a18c,2024-05-06,JP,explanation_request,neutral,Math & Science,219.28717081597213,0.24901531162318866,0.2592446834404789,0.1734676791138,-0.6688765353837911,0.0,0.6688765353837911,0,😞 Frustrated User,-2.6892548,-1.794547,13,0,0
758,7,a5b66e2d2728a18c,2024-07-13,JP,task_completion,satisfied,Creative Writing,415.61790404187263,0.37411242232128233,0.31074982204824475,0.32303044448198004,-0.5530048853280287,0.0,0.5530048853280287,52,⚖️ Balanced User,3.0509703,5.278921,13,0,1
758,8,a5b66e2d2728a18c,2024-03-26,JP,coding_help,confused,Career Advice,79.01718579298199,0.5964722427280912,0.31449727095271174,0.10238143881021791,-0.005936099620404756,0.0,0.005936099620404756,48,❓ Confused Explorer,-11.370978,3.2130015,13,0,0
758,9,a5b66e2d2728a18c,2024-08-26,JP,information_seeking,curious,Coding Help,107.22862504974005,0.6932323818440469,0.2273548803270139,0.2143432972741609,-0.12335270362081668,0.0,0.12335270362081668,35,🧐 Skeptical Critic,12.750391,5.35278,13,0,0
758,10,a5b66e2d2728a18c,2024-04-05,JP,information_seeking,curious,Learning & Education,421.16789781893135,0.3656692693619755,0.26534158805364505,0.2525963734821385,-0.8468517164561544,0.0,0.8468517164561544,43,😞 Frustrated User,12.579816,5.2106276,13,0,0
758,11,a5b66e2d2728a18c,2024-05-15,JP,task_completion,grateful,General Knowledge,227.14823452368077,0.2737119401622113,0.1826503539000689,0.26212118837276605,-0.3312603000338753,0.0,0.3312603000338753,15,🧐 Skeptical Critic,14.211987,11.256803,13,0,0
758,12,a5b66e2d2728a18c,2024-11-19,JP,task_completion,satisfied,Other,47.24875361054709,0.42736062578285233,0.14348866936764293,0.23184532750011552,-0.5193389198046934,0.0,0.5193389198046934,51,🧐 Skeptical Critic,3.2178218,5.5032635,13,0,0
758,13,a5b66e2d2728a18c,2024-04-16,JP,brainstorming,confused,Travel Planning,71.46478822451382,0.4755341563532035,0.21109620315057004,0.25752263184144086,-0.6956657474693441,0.0,0.6956657474693441,13,😞 Frustrated User,-9.4436655,6.5666213,13,0,0
759,0,d5ac95bbb30ca61c,2024-01-29,JP,casual_chat,disappointed,Entertainment,79.48297507823452,0.1679270997322091,0.48823920039658586,0.6440253306439061,0.03519168845290166,0.03519168845290166,0.0,18,✅ Efficient Collaborator,-3.9134808,14.132289,12,0,0
759,1,d5ac95bbb30ca61c,2024-03-06,JP,information_seeking,satisfied,Other,90.44313500632984,0.5994242939304012,0.4957678495729844,0.2193220926744784,-0.32336488184785295,0.0,0.32336488184785295,34,😞 Frustrated User,11.150792,11.627467,12,0,0
759,2,d5ac95bbb30ca61c,2024-12-08,JP,problem_solving,frustrated,Other,275.06423903233684,0.16768214397029277,0.311193184915036,0.20575898765186476,-0.020027755575019096,0.0,0.020027755575019096,11,😊 Optimistic Explorer,1.8605294,15.188504,12,0,1
759,3,d5ac95bbb30ca61c,2024-08-19,JP,coding_help,grateful,Coding Help,191.37923235267795,0.19187070445062476,0.6410071683921779,0.26493775824463295,-0.22200901199582232,0.0,0.22200901199582232,15,🧐 Skeptical Critic,17.08961,14.49482,12,0,0
759,4,d5ac95bbb30ca61c,2024-04-04,JP,task_completion,satisfied,Personal Development,76.58736364810375,0.6808271002554497,0.3760688422911736,0.4402954503747448,-0.0007718679382593685,0.0,0.0007718679382593685,60,🤔 Persistent Seeker,3.3932314,5.286508,12,0,0
759,5,d5ac95bbb30ca61c,2024-12-01,JP,information_seeking,neutral,Learning & Education,82.41510069966263,0.24406180683744008,0.46823264215821625,0.48067504731772265,-0.5475463709191555,0.0,0.5475463709191555,34,😞 Frustrated User,12.310074,8.503561,12,0,1
759,6,d5ac95bbb30ca61c,2024-12-09,JP,advice_seeking,frustrated,Travel Planning,52.87110781460849,0.7634777176622246,0.4967256853794039,0.38200581206248535,-0.617782300771926,0.0,0.617782300771926,50,😞 Frustrated User,1.8418486,1.6208774,12,0,0
759,7,d5ac95bbb30ca61c,2024-08-10,JP,casual_chat,satisfied,Learning & Education,82.8754837500108,0.2780150541910483,0.41046771696060597,0.3848020913132833,-0.3657331038864058,0.0,0.3657331038864058,36,❓ Confused Explorer,2.6632454,8.778528,12,0,1
759,8,d5ac95bbb30ca61c,2024-07-28,JP,problem_solving,neutral,Business Strategy,331.50299073623273,0.5993096881372258,0.2928858218772401,0.35544172977223387,0.034345359966787475,0.034345359966787475,0.0,2,🧐 Skeptical Critic,4.8916173,17.96581,12,0,1
759,9,d5ac95bbb30ca61c,2024-04-03,JP,task_completion,satisfied,Career Advice,100.98920741095259,0.35091731534275006,0.4220830078968406,0.38501550731496736,-0.1800935850478402,0.0,0.1800935850478402,60,🤔 Persistent Seeker,3.2889087,5.4013886,12,0,0
759,10,d5ac95bbb30ca61c,2024-03-25,JP,learning,frustrated,Health & Wellness,58.05985198878544,0.470641170899192,0.3671396704845511,0.4095683399952472,-0.05774804090038424,0.0,0.05774804090038424,24,⚖️ Balanced User,12.019905,-2.2973046,12,0,0
759,11,d5ac95bbb30ca61c,2024-03-27,JP,casual_chat,grateful,Entertainment,31.44352242790332,0.5180789337869216,0.4360346933687576,0.4583744213529629,-0.5831242871232148,0.0,0.5831242871232148,14,🧐 Skeptical Critic,15.38712,10.390413,12,0,0
759,12,d5ac95bbb30ca61c,2024-07-06,JP,explanation_request,satisfied,Technical Support,87.64104160813461,0.9314428361454951,0.44328913334947845,0.4124490840719416,-0.1540253556081188,0.0,0.1540253556081188,1,🧐 Skeptical Critic,-3.9406383,0.3775725,12,0,1
760,0,b673210c6916887b,2024-11-18,CA,task_completion,frustrated,Learning & Education,224.69790589532298,0.2173445267258639,0.4624897902952969,0.4943747503897992,-0.39002216299544434,0.0,0.39002216299544434,51,🧐 Skeptical Critic,-6.672855,7.5751424,8,0,0
760,1,b673210c6916887b,2024-04-03,CA,creative_writing,excited,Travel Planning,47.098267508527826,0.030149779570764715,0.2843948796576553,0.4915146516038691,0.06479419302820871,0.06479419302820871,0.0,54,❓ Confused Explorer,9.65422,-4.266551,8,0,0
760,2,b673210c6916887b,2024-08-05,CA,learning,neutral,Travel Planning,85.10592433505077,0.32146367748003135,0.32136498619510095,0.2039042327662255,-0.28065136369176213,0.0,0.28065136369176213,33,😞 Frustrated User,16.856443,0.27994817,8,0,0
760,3,b673210c6916887b,2024-05-20,CA,brainstorming,satisfied,Business Strategy,60.14152920897518,0.13741266726324503,0.36902906257123064,0.1811495500040255,-0.3939280016036847,0.0,0.3939280016036847,5,😞 Frustrated User,-5.8625526,10.432166,8,0,0
760,4,b673210c6916887b,2024-12-18,CA,casual_chat,confused,Creative Writing,195.91745039321714,0.44520286788171926,0.3506694699148956,0.3574819217948772,0.11915319281973863,0.11915319281973863,0.0,36,❓ Confused Explorer,0.5979325,4.5147295,8,0,0
760,5,b673210c6916887b,2024-01-19,CA,brainstorming,neutral,Coding Help,79.07053925802242,0.21316338066165502,0.45366539935550865,0.40033834446202393,-0.8969836083204337,0.0,0.8969836083204337,5,😞 Frustrated User,-2.1772208,8.644142,8,0,0
760,6,b673210c6916887b,2024-06-28,CA,creative_writing,satisfied,Personal Development,74.72636018848961,0.38422267243574165,0.47121670162135193,0.323417139706582,-0.47421445806487494,0.0,0.47421445806487494,63,😞 Frustrated User,2.2776027,-7.93164,8,0,0
760,7,b673210c6916887b,2024-05-07,CA,advice_seeking,curious,Health & Wellness,46.99664003334259,0.21951714996804667,0.2827457596577535,0.3032315716930294,-0.8060102076150695,0.0,0.8060102076150695,38,😞 Frustrated User,8.929144,-1.3552144,8,0,0
760,8,b673210c6916887b,2024-10-13,CA,brainstorming,grateful,Product Recommendations,93.54243730503853,0.5157164008859502,0.31063751098365755,0.29129206600838187,-0.530723531500093,0.0,0.530723531500093,7,🧐 Skeptical Critic,16.265621,8.579298,8,0,1
761,0,9d1352e5ad8e1a98,2024-09-05,FR,explanation_request,anxious,Technical Support,594.0816396952752,0.6909055643746691,0.6797601625744074,0.5472751385584773,0.10280047434609706,0.10280047434609706,0.0,8,🧐 Skeptical Critic,-3.180254,-8.372583,12,0,0
761,1,9d1352e5ad8e1a98,2024-01-21,FR,coding_help,anxious,General Knowledge,151.84470596745746,0.2148241769110369,0.5662669419290525,0.25780071749204897,-0.24943722985091543,0.0,0.24943722985091543,48,❓ Confused Explorer,-7.044469,-7.708471,12,0,1
761,2,9d1352e5ad8e1a98,2024-06-16,FR,task_completion,curious,Product Recommendations,40.465938670440494,0.1885600570981318,0.6393408911566367,0.5514642173986218,-0.10228839588848132,0.0,0.10228839588848132,51,🧐 Skeptical Critic,6.7828956,4.382268,12,0,1
761,3,9d1352e5ad8e1a98,2024-09-13,FR,explanation_request,confused,Other,35.651865266798495,0.26397483786492937,0.4343019904696948,0.769399854604053,0.03101230403794214,0.03101230403794214,0.0,0,😞 Frustrated User,-0.5946498,0.052673597,12,0,0
761,4,9d1352e5ad8e1a98,2024-05-15,FR,advice_seeking,neutral,Coding Help,35.33698375146212,0.2599329067944832,0.5488969638187225,0.528971965691351,-0.03686817334775819,0.0,0.03686817334775819,30,🚶 Passive Observer,3.633822,-0.42435887,12,0,0
761,5,9d1352e5ad8e1a98,2024-07-12,FR,casual_chat,satisfied,Other,72.11264844988031,0.2793512015334029,0.4259244099706766,0.7000054450349897,-0.04431104091409527,0.0,0.04431104091409527,36,❓ Confused Explorer,2.3871074,8.760784,12,0,0
761,6,9d1352e5ad8e1a98,2024-05-24,FR,advice_seeking,satisfied,Other,91.0280499426515,0.2822511158667141,0.6274052390693972,0.5522071059170949,0.6515147791512939,0.6515147791512939,0.0,31,✅ Efficient Collaborator,5.962209,-2.197541,12,0,0
761,7,9d1352e5ad8e1a98,2024-02-13,FR,problem_solving,neutral,Technical Support,180.42286916235142,0.19542021791625677,0.7449103257864692,0.6843525744160811,0.424239745653618,0.424239745653618,0.0,19,📚 Curious Learner,5.129004,17.15848,12,0,0
761,8,9d1352e5ad8e1a98,2024-05-14,FR,explanation_request,anxious,Travel Planning,30.899671944172958,0.6990645765878212,0.5169941189518427,0.5166477474682792,-0.5185424285642518,0.0,0.5185424285642518,0,😞 Frustrated User,-3.0075994,-8.551611,12,0,0
761,9,9d1352e5ad8e1a98,2024-09-17,FR,information_seeking,curious,News & Current Events,101.47239568978179,0.48303808615061533,0.5238297645513684,0.661658509048668,0.2181295984537785,0.2181295984537785,0.0,35,🧐 Skeptical Critic,13.123379,5.5236096,12,0,0
761,10,9d1352e5ad8e1a98,2024-06-12,FR,brainstorming,neutral,General Knowledge,78.97208958653951,0.4595990783578872,0.6341400024672823,0.5815750820257173,0.3299212071668874,0.3299212071668874,0.0,21,⚖️ Balanced User,-2.9759405,8.780137,12,0,0
761,11,9d1352e5ad8e1a98,2024-04-30,FR,brainstorming,anxious,Learning & Education,242.3849331396436,0.5988278379161004,0.7324260515942358,0.5557184566666289,-0.05835167262528845,0.0,0.05835167262528845,12,⚖️ Balanced User,0.6410768,-4.5429506,12,0,0
761,12,9d1352e5ad8e1a98,2024-01-05,FR,brainstorming,curious,Creative Writing,105.39236898144644,0.59577698811007,0.6586653109211802,0.5959295634486181,0.164029339232021,0.164029339232021,0.0,20,📚 Curious Learner,-1.7582529,11.594388,12,0,0
762,0,adf2ba2f3725caca,2024-03-12,UK,information_seeking,confused,Health & Wellness,203.42904383174027,0.44446182636698733,0.4888467395270879,0.5307996598355204,0.044225679318613834,0.044225679318613834,0.0,42,⚖️ Balanced User,9.68266,5.5371666,1,0,0
762,1,adf2ba2f3725caca,2024-05-14,UK,casual_chat,excited,Learning & Education,169.70967027331807,0.3714904247683015,0.2681975034481514,0.4099599446677941,-0.1740267114150475,0.0,0.1740267114150475,44,🧐 Skeptical Critic,8.512419,8.691437,1,0,0
763,0,0a5706e2d4c483b2,2024-05-27,IN,task_completion,confused,Personal Development,105.81050745616734,0.34204788262373664,0.2231845758670291,0.11854633783721741,-0.29749155023221296,0.0,0.29749155023221296,51,🧐 Skeptical Critic,6.663726,2.1932101,3,0,0
763,1,0a5706e2d4c483b2,2024-10-11,IN,advice_seeking,neutral,Creative Writing,259.7471984808458,0.3719099552089827,0.2302671963920812,0.11778967300939627,-0.01785984165606702,0.0,0.01785984165606702,30,🚶 Passive Observer,3.4338665,-0.74979794,3,0,0
763,2,0a5706e2d4c483b2,2024-12-27,IN,brainstorming,neutral,Career Advice,115.11867636763277,0.3896478404990651,0.3908591166553944,0.2775542883624588,0.12783054924427584,0.12783054924427584,0.0,21,⚖️ Balanced User,-2.6994588,8.7209635,3,0,0
763,3,0a5706e2d4c483b2,2024-07-26,IN,problem_solving,excited,News & Current Events,102.16030744918419,0.23730672485118665,0.22661359987841279,0.2897193568145211,-0.6329059983741371,0.0,0.6329059983741371,4,⚖️ Balanced User,8.361769,11.55944,3,0,0
764,0,acebef804d1b4f76,2024-05-03,FR,brainstorming,frustrated,Business Strategy,131.29411951296242,0.4229373481357768,0.5397194593795605,0.12148112021864538,-0.05754549564507229,0.0,0.05754549564507229,13,😞 Frustrated User,-9.68151,9.573641,12,0,0
764,1,acebef804d1b4f76,2024-05-15,FR,advice_seeking,curious,Technical Support,186.46186323414247,0.25630356776228425,0.4913114689046639,0.707545727705142,-0.38124946091924855,0.0,0.38124946091924855,39,⚖️ Balanced User,8.822631,-1.2405099,12,0,0
764,2,acebef804d1b4f76,2024-04-10,FR,problem_solving,neutral,Learning & Education,202.09486217328882,0.202126187752786,0.26318193885739727,0.2038225318160339,0.107287479259086,0.107287479259086,0.0,2,🧐 Skeptical Critic,5.2318974,17.520899,12,0,0
764,3,acebef804d1b4f76,2024-05-15,FR,advice_seeking,neutral,Creative Writing,214.92264187166214,0.18795293320624476,0.4855241777444534,0.4329012223555747,0.18281224450625977,0.18281224450625977,0.0,39,⚖️ Balanced User,3.5077674,-0.51085186,12,0,0
764,4,acebef804d1b4f76,2024-02-17,FR,information_seeking,neutral,News & Current Events,42.78016613487593,0.33088491706801065,0.4304417932463008,0.45591062951110284,-0.01823492425011808,0.0,0.01823492425011808,34,😞 Frustrated User,12.588205,8.5198555,12,0,1
764,5,acebef804d1b4f76,2024-11-19,FR,casual_chat,excited,Product Recommendations,424.0901830512302,0.40227982342261814,0.3838870340504027,0.44118142863331666,-0.6274017891569796,0.0,0.6274017891569796,44,🧐 Skeptical Critic,8.424883,8.782238,12,0,0
764,6,acebef804d1b4f76,2024-02-19,FR,task_completion,curious,Business Strategy,594.0816396952752,0.2880454196163753,0.47551552000936204,0.3691582757433412,-0.6038477607753951,0.0,0.6038477607753951,52,⚖️ Balanced User,7.06957,4.547015,12,0,0
764,7,acebef804d1b4f76,2024-09-04,FR,coding_help,anxious,Creative Writing,272.7835129066866,0.369497401351243,0.3841010062494141,0.4207631263814257,-0.2646879868324091,0.0,0.2646879868324091,48,❓ Confused Explorer,-6.983844,-7.76966,12,0,0
764,8,acebef804d1b4f76,2024-02-27,FR,coding_help,curious,Math & Science,70.71292765719039,0.3114149823283549,0.5272914696780024,0.40848697633845266,0.06472264278102843,0.06472264278102843,0.0,48,❓ Confused Explorer,-8.279417,1.4281995,12,0,0
764,9,acebef804d1b4f76,2024-11-21,FR,learning,curious,Other,39.06929333099147,0.5886409895813023,0.3908834094500075,0.407263558452107,-0.3253447963294521,0.0,0.3253447963294521,41,✅ Efficient Collaborator,13.122773,0.4374213,12,0,0
764,10,acebef804d1b4f76,2024-09-10,FR,explanation_request,frustrated,Career Advice,54.457842678352335,0.8548387311202903,0.5090607629832652,0.404761640938716,-0.23927369652149477,0.0,0.23927369652149477,16,⚖️ Balanced User,-0.2080524,-2.5530531,12,0,0
764,11,acebef804d1b4f76,2024-09-29,FR,casual_chat,satisfied,Coding Help,84.21622217806954,0.8197190280493387,0.31036933007021217,0.3912795124479274,-0.3959747668270809,0.0,0.3959747668270809,36,❓ Confused Explorer,2.5951111,8.669052,12,0,1
764,12,acebef804d1b4f76,2024-02-18,FR,creative_writing,neutral,Learning & Education,269.3679058254013,0.426701269725288,0.19674802812638917,0.4196485689748021,0.0541887291385425,0.0541887291385425,0.0,62,🧐 Skeptical Critic,3.925504,-5.0031776,12,0,1
765,0,f4dbb0d011950409,2024-12-30,DE,task_completion,neutral,Other,230.22182373244527,0.13542737700432844,0.28649328270917607,0.524776020294012,-0.6507779197793937,0.0,0.6507779197793937,60,🤔 Persistent Seeker,5.450312,6.7340627,12,0,0
765,1,f4dbb0d011950409,2024-07-03,DE,advice_seeking,curious,Personal Development,300.0462836384549,0.5466576930144483,0.27868242410301436,0.42707782336671396,-0.24839318612628142,0.0,0.24839318612628142,30,🚶 Passive Observer,8.815574,-1.0996476,12,0,0
765,2,f4dbb0d011950409,2024-07-15,DE,task_completion,neutral,Health & Wellness,108.06596173629426,0.17303378639511036,0.5016657759166598,0.45763445402363534,-0.5533016268683224,0.0,0.5533016268683224,60,🤔 Persistent Seeker,5.4453588,6.718427,12,0,0
765,3,f4dbb0d011950409,2024-05-15,DE,task_completion,neutral,News & Current Events,124.4008603056633,0.2656833357428932,0.39557202691352505,0.1677187835838148,-0.1945934309455694,0.0,0.1945934309455694,60,🤔 Persistent Seeker,5.404821,6.621124,12,0,0
765,4,f4dbb0d011950409,2024-03-28,DE,coding_help,neutral,Career Advice,182.29294689104586,0.5038403697558409,0.3101465107284059,0.42439100644282535,-0.6740254252776071,0.0,0.6740254252776071,49,😞 Frustrated User,-5.9006124,4.177264,12,0,0
765,5,f4dbb0d011950409,2024-06-20,DE,task_completion,satisfied,Business Strategy,67.74142735330085,0.2167859914998676,0.4418038823827184,0.4355714564383107,-0.010654602730626905,0.0,0.010654602730626905,52,⚖️ Balanced User,3.3681657,5.294972,12,0,0
765,6,f4dbb0d011950409,2024-07-30,DE,casual_chat,anxious,Math & Science,51.68225357741977,0.2924240442677198,0.311133123631182,0.4414373874176447,-0.3714878818351866,0.0,0.3714878818351866,45,⚖️ Balanced User,-0.10072342,-10.381596,12,0,0
765,7,f4dbb0d011950409,2024-11-03,DE,coding_help,anxious,Technical Support,72.75603970912499,0.63394618913964,0.4490803784089541,0.3640761718213762,-0.33775257486759674,0.0,0.33775257486759674,48,❓ Confused Explorer,-7.015671,-7.7329564,12,0,1
765,8,f4dbb0d011950409,2024-11-10,DE,explanation_request,excited,Product Recommendations,55.655691366258814,0.2512938795130757,0.5208021824299583,0.3619112600106572,-0.4118099931927683,0.0,0.4118099931927683,0,😞 Frustrated User,6.606087,0.20785752,12,0,1
765,9,f4dbb0d011950409,2024-09-18,DE,explanation_request,disappointed,Health & Wellness,94.69512361701138,0.7578538114156199,0.45538282159913235,0.3264523596724522,-0.09241821338115344,0.0,0.09241821338115344,18,✅ Efficient Collaborator,-7.8817244,15.749461,12,0,0
765,10,f4dbb0d011950409,2024-05-10,DE,problem_solving,curious,Learning & Education,72.64937932264237,0.6518493668018481,0.49263928360469156,0.3734323838022573,-0.23512300660311655,0.0,0.23512300660311655,4,⚖️ Balanced User,5.7506833,14.26837,12,0,0
765,11,f4dbb0d011950409,2024-04-08,DE,coding_help,confused,News & Current Events,73.63593603102994,0.5944031301059634,0.34441010368811553,0.3870869161845929,-0.39143960260804833,0.0,0.39143960260804833,49,😞 Frustrated User,-11.412125,3.2449589,12,0,0
765,12,f4dbb0d011950409,2024-08-11,DE,problem_solving,curious,Health & Wellness,89.1812903922256,0.4381002980587888,0.36707501212244814,0.36912650989822604,-0.21747483080004423,0.0,0.21747483080004423,4,⚖️ Balanced User,5.5687003,14.070404,12,0,1
766,0,e9dd22545239c764,2024-10-09,CA,information_seeking,anxious,Career Advice,87.57168418415127,0.524842324544064,0.746862529899227,0.601372999566288,0.696824096058321,0.696824096058321,0.0,27,✅ Efficient Collaborator,8.7972555,-11.2099695,1,0,0
766,1,e9dd22545239c764,2024-02-29,CA,learning,curious,News & Current Events,139.19571109633193,0.8361883665628029,0.5469101801764751,0.5796760869784895,0.4131366396564222,0.4131366396564222,0.0,41,✅ Efficient Collaborator,13.160451,0.3299355,1,0,0
767,0,9feebe55d4ccde60,2024-05-20,BR,creative_writing,satisfied,Business Strategy,177.59710793601494,0.10724708263264986,0.26507826175335253,0.38632896784898973,-0.7474538600743859,0.0,0.7474538600743859,63,😞 Frustrated User,2.228447,-7.91019,6,0,0
767,1,9feebe55d4ccde60,2024-12-22,BR,task_completion,neutral,Technical Support,53.8531523264852,0.6003207564703702,0.459698389195749,0.09162652216770403,-0.15960319126366315,0.0,0.15960319126366315,60,🤔 Persistent Seeker,5.9981093,6.6855745,6,0,1
767,2,9feebe55d4ccde60,2024-03-10,BR,explanation_request,neutral,Travel Planning,243.22884512169463,0.34062771390511004,0.3644248024398677,0.5563913034315228,-0.5405837020207125,0.0,0.5405837020207125,9,✅ Efficient Collaborator,-2.9349017,-2.0697784,6,0,1
767,3,9feebe55d4ccde60,2024-08-20,BR,task_completion,neutral,Personal Development,65.7989242118086,0.4894143149887484,0.29534258389384577,0.21353581615387343,-0.4891366433222537,0.0,0.4891366433222537,60,🤔 Persistent Seeker,5.5529933,6.588039,6,0,0
767,4,9feebe55d4ccde60,2024-06-16,BR,learning,anxious,Math & Science,139.69937611671935,0.632882795353914,0.3598909858723226,0.3276561931962812,-0.35438460159503415,0.0,0.35438460159503415,61,🧐 Skeptical Critic,2.02367,-11.601247,6,0,1
767,5,9feebe55d4ccde60,2024-12-20,BR,explanation_request,neutral,Learning & Education,61.27299831049402,0.21264514788244787,0.5212053384661214,0.2773478011910148,-0.4423781665270927,0.0,0.4423781665270927,9,✅ Efficient Collaborator,-2.9591668,-1.7456332,6,0,0
767,6,9feebe55d4ccde60,2024-12-03,BR,problem_solving,satisfied,Travel Planning,541.894271478995,0.2654956532664412,0.30250809489707337,0.30741828505581276,-0.5563368674554782,0.0,0.5563368674554782,2,🧐 Skeptical Critic,7.7083025,15.798382,6,0,0
768,0,f7e6f6a258aeb002,2024-07-14,BR,information_seeking,confused,Product Recommendations,40.04424560456661,0.09714561631744008,0.6568870437248446,0.276066307441992,0.12146650869864861,0.12146650869864861,0.0,35,🧐 Skeptical Critic,9.8032675,5.681026,11,0,1
768,1,f7e6f6a258aeb002,2024-06-22,BR,learning,neutral,Technical Support,149.69468042617075,0.1278899594687445,0.387938432637685,0.41857994657606307,-0.08454687182816079,0.0,0.08454687182816079,33,😞 Frustrated User,16.550606,0.0038736605,11,0,1
768,2,f7e6f6a258aeb002,2024-04-16,BR,coding_help,neutral,Entertainment,109.918416066947,0.1842619932162089,0.6451182553499122,0.7800970568402199,0.5809948194637153,0.5809948194637153,0.0,57,✅ Efficient Collaborator,-5.597753,3.564265,11,0,0
768,3,f7e6f6a258aeb002,2024-09-22,BR,task_completion,excited,Entertainment,149.25984817225628,0.5317300641425269,0.6645530880131608,0.619557465880339,0.11524936598002053,0.11524936598002053,0.0,52,⚖️ Balanced User,9.004226,2.2903583,11,0,1
768,4,f7e6f6a258aeb002,2024-03-22,BR,problem_solving,neutral,Technical Support,43.68391632653532,0.23845099491146787,0.5232546989515425,0.5447365087066867,0.4606678540523806,0.4606678540523806,0.0,11,😊 Optimistic Explorer,4.9588733,17.363216,11,0,0
